time,evaluated,value,avgValue
5.0,1,0.9082528262194379,0.9082528262194379
11.0,5,0.9113753122692073,0.6499404675587228
70.0,83,0.9429298479156905,0.42520068700769625
184.0,355,0.9442038939305546,0.40734773318854517
916.0,4532,0.9448101577909269,0.40920986678883065
979.0,5000,0.34615384615384615,0.4093660972147013
987.0,5046,0.9538461538461539,0.40928662953561884
1617.0,10000,0.33333333333333337,0.40987876709725035
1625.0,10056,0.9598939175700002,0.40971849464601223
2235.0,15000,0.9043544703089302,0.4108273022842621
2855.0,20000,0.18028846153846154,0.40988085348865
3492.0,25000,0.34935897435897434,0.4104076829410177
4095.0,30000,0.36324786324786323,0.410486435846098
4558.0,33575,0.9615384615384616,0.4101837445830513
4736.0,35000,0.344017094017094,0.41025159298879094
5363.0,40000,0.33653846153846156,0.4110770418535145
5996.0,45000,0.3525641025641026,0.4108140803724558
6696.0,50000,0.3493589743589744,0.4110166561429409
7528.0,55000,0.37005876068376065,0.4109848511698102
8233.0,60000,0.90072276417619,0.41117206554455793
8931.0,65000,0.358974358974359,0.41130107599889004
9665.0,70000,0.35363247863247865,0.4114090344388201
10331.0,75000,0.31196581196581197,0.4114283397688992
11015.0,80000,0.8808699046679814,0.41139249603834094
11765.0,85000,0.3525641025641026,0.4116143632157244
12531.0,90000,0.8857902664935882,0.41139574797521145
13251.0,95000,0.36885683760683763,0.41146274444411823
13962.0,100000,0.31410256410256415,0.4116928343893459
14738.0,105000,0.31089743589743585,0.411915955970174
15509.0,110000,0.3525641025641026,0.4122043307968536
16250.0,115000,0.3397435897435897,0.4121671296688505
17050.0,120000,0.16153846153846155,0.4122493150553548
17905.0,125000,0.33333333333333337,0.4123144226306629
17965.0,125371,0.9650230697710303,0.4123105571378427
18805.0,130000,0.3525641025641026,0.4125306533174885
19657.0,135000,0.35128205128205126,0.4126198035979558
20501.0,140000,0.3485576923076924,0.41286498247940084
21393.0,145000,0.3692307692307692,0.4132145487751634
22178.0,150000,0.9136674165190772,0.41344501544934686
22878.0,155000,0.3482905982905983,0.4134851631485051
23463.0,160000,0.3549679487179488,0.4134105818995242
24046.0,165000,0.33333333333333337,0.41344493976304675
24669.0,170000,0.9113715971807923,0.41336876629642844
25272.0,175000,0.3557692307692308,0.413376935978478
26330.0,180000,0.344017094017094,0.41334554410087115
26346.0,180137,0.9666022171989025,0.4133304845977978
26962.0,185000,0.900693138826113,0.41332825571688336
27661.0,190000,0.37737713675213674,0.4133701689412825
28367.0,195000,0.32820512820512826,0.41333120025872844
29140.0,200000,0.8824054169326219,0.41344871372003783
29814.0,205000,0.9026997041420117,0.4134142470391239
