time,evaluated,value,avgValue
2.0,1,0.35225108225108226,0.35225108225108226
119.0,501,0.28808441558441555,0.39584595640636927
124.0,1001,0.3908369408369409,0.4027146747615601
137.0,1501,0.4107792207792208,0.40936506652559007
323.0,2001,0.367988677988678,0.42063284109103666
733.0,2501,0.3817460317460318,0.4366236976831551
747.0,3001,0.718781937017231,0.46813483176279413
747.0,3501,0.7471043771043772,0.5001475570063918
747.0,4001,0.7471043771043772,0.5246003547791678
747.0,4501,0.738922558922559,0.543695622806782
748.0,5001,0.747104377104377,0.559106465069258
748.0,5501,0.7477104377104378,0.5716879682011677
748.0,6001,0.7464983164983164,0.5818750258056024
748.0,6501,0.4054265342500637,0.5904295360231662
748.0,7001,0.7464983164983164,0.5971227016544248
748.0,7501,0.747104377104377,0.6030524871542807
748.0,8001,0.7464983164983164,0.6084530101399275
748.0,8501,0.7477104377104378,0.6134696923236402
756.0,9001,0.7483164983164983,0.6180773055578628
756.0,9501,0.738922558922559,0.6218545743572743
756.0,10001,0.40603259485612425,0.6256796679552338
756.0,10501,0.7464983164983164,0.6291896529514038
756.0,11001,0.4060325948561243,0.6320718230765326
756.0,11501,0.7477104377104378,0.6352223215481354
756.0,12001,0.747104377104377,0.63761504706576
805.0,12501,0.7464983164983164,0.6397807858050485
805.0,13001,0.7464983164983164,0.6418337334372938
805.0,13501,0.747104377104377,0.6439120700779274
805.0,14001,0.7483164983164983,0.6460176424464664
805.0,14501,0.40603259485612425,0.6475064057118178
805.0,15001,0.40603259485612425,0.6493385540388066
805.0,15501,0.7377822233789888,0.6506301817294429
805.0,16001,0.4054265342500637,0.652062024197476
805.0,16501,0.7181758764111704,0.6535720270180548
805.0,17001,0.738922558922559,0.6546600811785382
805.0,17501,0.7464983164983164,0.6557985799468652
805.0,18001,0.718781937017231,0.656682700279298
809.0,18501,0.7471043771043772,0.6576476397326807
809.0,19001,0.7464983164983164,0.6587433710343678
809.0,19501,0.7464983164983164,0.6596211956428338
809.0,20001,0.747104377104377,0.6603926530234477
809.0,20501,0.7477104377104378,0.6610592710501045
809.0,21001,0.747104377104377,0.661738746892003
809.0,21501,0.40603259485612425,0.662755678407836
809.0,22001,0.7483164983164983,0.6635511714989502
809.0,22501,0.7471043771043772,0.6644477268924416
850.0,23001,0.40603259485612425,0.6651162491376219
